Athlete_Comp_ID,Score_Metric,Finish_Rank,mean,stddev,zscore,Score_Multiplier,Adjusted_score,Comp_factor,Season,Season_Comp,Round
LAHTELA Janne - FIN - Olympics - 2002 - Final 1,93.23,1,87.31145038167939,2.9430884546880636,0.9778372489580942,1.9556744979161884,182.32753344072626,1.9332416898505005,2002,2002-Olympics,Final 1
MAYER Travis - USA - Olympics - 2002 - Final 1,91.97,2,85.42320610687023,2.977848823229363,0.9860431721063507,1.9720863442127015,181.37278107724214,1.9332416898505005,2002,2002-Olympics,Final 1
GAY Richard - FRA - Olympics - 2002 - Final 1,89.7,3,84.0767175572519,3.2358946856177666,0.9588754623474969,1.9177509246949938,172.02225794514095,1.9332416898505005,2002,2002-Olympics,Final 1
MOSELEY Jonny - USA - Olympics - 2002 - Final 1,89.27,4,82.89274809160304,3.469604120549786,0.9669713355955848,1.9339426711911696,172.6430622572357,1.9332416898505005,2002,2002-Olympics,Final 1
LUUSUA Tapio - FIN - Olympics - 2002 - Final 1,88.9,5,80.99320610687023,4.992386610832916,0.9433770056187253,1.8867540112374506,167.73243159900937,1.9332416898505005,2002,2002-Olympics,Final 1
BELLAVANCE Scott - CAN - Olympics - 2002 - Final 1,88.5,6,76.65404580152672,11.469265586651087,0.8491613833557925,1.698322766711585,150.30156485397526,1.9332416898505005,2002,2002-Olympics,Final 1
JOHNSON Ryan - CAN - Olympics - 2002 - Final 1,88.5,7,75.75183206106868,11.474050563694092,0.8667251616688079,1.7334503233376157,153.410353615379,1.9332416898505005,2002,2002-Olympics,Final 1
RONKAINEN Mikko - FIN - Olympics - 2002 - Final 1,88.3,8,74.6448854961832,11.728168568194613,0.8778489071177813,1.7556978142355626,155.02811699700018,1.9332416898505005,2002,2002-Olympics,Final 1
BLOOM Jeremy - USA - Olympics - 2002 - Final 1,87.3,9,73.21160305343511,12.15202290933482,0.8768423737853841,1.7536847475707682,153.09667846292805,1.9332416898505005,2002,2002-Olympics,Final 1
MUSTONEN Sami - FIN - Olympics - 2002 - Final 1,86.93,10,70.71961832061069,13.218052333377587,0.8899725249422039,1.7799450498844078,154.7306231864516,1.9332416898505005,2002,2002-Olympics,Final 1
REGNIER LAFFORGUE Cedric - FRA - Olympics - 2002 - Final 1,85.43,11,67.62875968992249,14.336555488255623,0.8928204353027038,1.7856408706054077,152.54729957581998,1.9332416898505005,2002,2002-Olympics,Final 1
NIOL Laurent - FRA - Olympics - 2002 - Final 1,83.33,12,62.854461538461535,16.622690750506735,0.8909848164805909,1.7819696329611818,148.49152951465527,1.9332416898505005,2002,2002-Olympics,Final 1
FORTKORD Fredrik - SWE - Olympics - 2002 - Final 1,82.97,13,62.163538461538465,16.428677968326674,0.8973279358447741,1.7946558716895482,148.90259767408182,1.9332416898505005,2002,2002-Olympics,Final 1
GREGOIRE Johann - FRA - Olympics - 2002 - Final 1,75.9,14,57.873384615384616,18.230520248867794,0.8386232150891086,1.6772464301782173,127.3030040505267,1.9332416898505005,2002,2002-Olympics,Final 1
ROCHON Stephane - CAN - Olympics - 2002 - Final 1,66.0,15,52.95230769230769,21.11839306016883,0.7316581002949357,1.4633162005898714,96.57886923893152,1.9332416898505005,2002,2002-Olympics,Final 1
TSUKITA Yugo - JPN - Olympics - 2002 - Final 1,52.7,16,50.24062015503877,21.60962446186536,0.5453055831639614,1.0906111663279228,57.475208465481536,1.9332416898505005,2002,2002-Olympics,Final 1
GLUSHCHENKO Vitaly - RUS - Olympics - 2002 - Qualification 1,51.84,17,52.45734375,20.23550424394796,0.48783097660874847,0.9756619532174969,50.57831565479504,1.9332416898505005,2002,2002-Olympics,Qualification 1
COSTA Adrian - AUS - Olympics - 2002 - Qualification 1,51.60000000000001,18,52.045625,19.629915934852473,0.49094426151535264,0.9818885230307053,50.6654477883844,1.9332416898505005,2002,2002-Olympics,Qualification 1
STOHR Christian - SUI - Olympics - 2002 - Qualification 1,51.27,19,51.883828125,20.57346140666925,0.4880989562047643,0.9761979124095286,50.04966696923653,1.9332416898505005,2002,2002-Olympics,Qualification 1
SHIMOYAMA Kenro - JPN - Olympics - 2002 - Qualification 1,49.14,20,51.77173228346456,20.770367637630866,0.44958650874046113,0.8991730174809223,44.18536207901252,1.9332416898505005,2002,2002-Olympics,Qualification 1
BRASSARD Jean Luc - CAN - Olympics - 2002 - Qualification 1,48.87000000000001,21,52.418000000000006,19.88946426628933,0.429209960617436,0.858419921234872,41.9509815507482,1.9332416898505005,2002,2002-Olympics,Qualification 1
SUNDBERG Patrik - SWE - Olympics - 2002 - Qualification 1,48.37000000000001,22,51.93488000000001,19.857762839393565,0.42876442237399087,0.8575288447479817,41.47867022045989,1.9332416898505005,2002,2002-Olympics,Qualification 1
PAYNTER Trennon - AUS - Olympics - 2002 - Qualification 1,46.27,23,51.11264,19.728417681872006,0.4030481250465467,0.8060962500930934,37.298073491807436,1.9332416898505005,2002,2002-Olympics,Qualification 1
BANNIKOV Alexei - KAZ - Olympics - 2002 - Qualification 1,44.97,24,50.42456,19.802879366556773,0.3914880432923571,0.7829760865847142,35.2104346137146,1.9332416898505005,2002,2002-Olympics,Qualification 1
GALLI Simone - ITA - Olympics - 2002 - Qualification 1,41.2,25,49.43725806451612,20.367165992015337,0.34294529124673767,0.6858905824934753,28.258691998731187,1.9332416898505005,2002,2002-Olympics,Qualification 1
NAKAMOTO Katsuya - JPN - Olympics - 2002 - Qualification 1,39.7,26,48.91056910569106,20.1615647097649,0.32389374147378824,0.6477874829475765,25.71716307301879,1.9332416898505005,2002,2002-Olympics,Qualification 1
TYUMENTSEV Vladimir - RUS - Olympics - 2002 - Qualification 1,32.57,27,48.4490243902439,20.479628482665966,0.21906435254396633,0.43812870508793267,14.269851924713967,1.9332416898505005,2002,2002-Olympics,Qualification 1
DYBVIG Evan - USA - Olympics - 2002 - Qualification 1,4.3700000000000045,28,47.37040983606558,20.792770472700244,0.019317839765284065,0.03863567953056813,0.1688379195485829,1.9332416898505005,2002,2002-Olympics,Qualification 1
TEMPLE Sam - GBR - Olympics - 2002 - Qualification 1,1.2700000000000031,29,46.36180327868852,21.07644439234464,0.0161999962043393,0.0323999924086786,0.041147990359021926,1.9332416898505005,2002,2002-Olympics,Qualification 1
NODA Teppei - JPN - Olympics - 2002 - Qualification 1,-27.83,30,45.129508196721304,21.488399457231324,0.00034277036958563467,0.0006855407391712693,-0.019078598771136424,1.9332416898505005,2002,2002-Olympics,Qualification 1
LAHTELA Janne - FIN - World Cup 10 - 2003 - Final 1,88.0,1,87.31145038167939,2.9430884546880636,0.5924899584515823,1.1849799169031645,104.27823268747848,1.3763384647985164,2003,2003-World Cup 10,Final 1
WESTERLUND Luke - USA - World Cup 10 - 2003 - Final 1,87.1,2,85.42320610687023,2.977848823229363,0.7133128566416538,1.4266257132833076,124.25909962697608,1.3763384647985164,2003,2003-World Cup 10,Final 1
MAYER Travis - USA - World Cup 10 - 2003 - Final 1,85.8,3,84.0767175572519,3.2358946856177666,0.7028281590409293,1.4056563180818586,120.60531209142347,1.3763384647985164,2003,2003-World Cup 10,Final 1
DAWSON Toby - USA - World Cup 10 - 2003 - Final 1,84.47,4,82.89274809160304,3.469604120549786,0.6752983588425715,1.350596717685143,114.08490474286403,1.3763384647985164,2003,2003-World Cup 10,Final 1
GLUSHCHENKO Vitaly - RUS - World Cup 10 - 2003 - Final 1,84.47,5,80.99320610687023,4.992386610832916,0.7569168290195543,1.5138336580391085,127.8735290945635,1.3763384647985164,2003,2003-World Cup 10,Final 1
CABRAL Travis Antone - USA - World Cup 10 - 2003 - Final 1,84.0,6,76.65404580152672,11.469265586651087,0.7390730771849909,1.4781461543699819,124.16427696707848,1.3763384647985164,2003,2003-World Cup 10,Final 1
ROCHON Stephane - CAN - World Cup 10 - 2003 - Final 1,83.97,7,75.75183206106868,11.474050563694092,0.7630782535725695,1.526156507145139,128.15136190497734,1.3763384647985164,2003,2003-World Cup 10,Final 1
FORTKORD Fredrik - SWE - World Cup 10 - 2003 - Final 1,83.63,8,74.6448854961832,11.728168568194613,0.7781957726270261,1.5563915452540522,130.16102492959638,1.3763384647985164,2003,2003-World Cup 10,Final 1
COLAS Guilbaut - FRA - World Cup 10 - 2003 - Final 1,82.73,9,73.21160305343511,12.15202290933482,0.7832676918145374,1.5665353836290747,129.59947228763335,1.3763384647985164,2003,2003-World Cup 10,Final 1
LASSILA Lauri - FIN - World Cup 10 - 2003 - Final 1,80.1,10,70.71961832061069,13.218052333377587,0.7610438750385394,1.5220877500770789,121.91922878117401,1.3763384647985164,2003,2003-World Cup 10,Final 1
ROUSSEAU Pierre Alexandre - CAN - World Cup 10 - 2003 - Final 1,79.1,11,67.62875968992249,14.336555488255623,0.7881849297097223,1.5763698594194446,124.69085588007806,1.3763384647985164,2003,2003-World Cup 10,Final 1
RONKAINEN Mikko - FIN - World Cup 10 - 2003 - Final 1,66.13,12,62.854461538461535,16.622690750506735,0.5781066715796805,1.156213343159361,76.46038838312855,1.3763384647985164,2003,2003-World Cup 10,Final 1
GAARDEN HANSEN Arild - NOR - World Cup 10 - 2003 - Qualification,65.49000000000001,13,62.163538461538465,16.428677968326674,0.5802288452190086,1.1604576904380173,75.99837414678576,1.3763384647985164,2003,2003-World Cup 10,Qualification
SAVOLAINEN Jari - FIN - World Cup 10 - 2003 - Qualification,64.63,14,57.873384615384616,18.230520248867794,0.644540116253512,1.289080232507024,83.31325542692896,1.3763384647985164,2003,2003-World Cup 10,Qualification
TSUKITA Yugo - JPN - World Cup 10 - 2003 - Qualification,64.59,15,52.95230769230769,21.11839306016883,0.7092068214985026,1.4184136429970051,91.61533720117657,1.3763384647985164,2003,2003-World Cup 10,Qualification
WEBER Grischa - GER - World Cup 10 - 2003 - Qualification,63.09,16,50.24062015503877,21.60962446186536,0.7239491567003445,1.447898313400689,91.34790459244948,1.3763384647985164,2003,2003-World Cup 10,Qualification
WONG Chris - CAN - World Cup 10 - 2003 - Qualification,63.06,17,52.45734375,20.23550424394796,0.6998478753306039,1.3996957506612078,88.26481403669577,1.3763384647985164,2003,2003-World Cup 10,Qualification
NIOL Laurent - FRA - World Cup 10 - 2003 - Qualification,62.63,18,52.045625,19.629915934852473,0.7051242399927585,1.410248479985517,88.32386230149294,1.3763384647985164,2003,2003-World Cup 10,Qualification
